Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
n_P798,3-Hydroxydecanoic acid,CDC_ID_484,SA,0.935055590915331,-0.09687595624668964,0.159864197547973,0.23815299012681693,
n_P798,3-Hydroxydecanoic acid,Isogenic,PA,1.0257183952615228,0.036634702169106324,0.701478108866614,0.7879082415171109,
n_P798,3-Hydroxydecanoic acid,SCFM_evolved,PA,1.032078245344633,0.0455523505009938,0.522903234512671,0.6397075933908261,
n_P798,3-Hydroxydecanoic acid,USA300,SA,1.1389797784639912,0.18774213355288005,0.701478108866614,0.7879082415171109,
n_P842,Dodecyl sulfate,ATCC_29213,SA,0.987303466262844,-0.018434502626017396,1,1,
n_P842,Dodecyl sulfate,CDC_ID_234,PA,1.0239256222490822,0.034110922066826414,0.609280159304103,0.714747086008051,
n_P842,Dodecyl sulfate,CDC_ID_249,PA,0.999449406090437,-7.945578623084203e-4,0.371093369522698,0.48731870923380327,
n_P842,Dodecyl sulfate,CDC_ID_258,PA,0.9913914249714652,-0.012473314599038582,0.609280159304103,0.714747086008051,
n_P842,Dodecyl sulfate,CDC_ID_474,SA,0.917467800499952,-0.12427056894699517,0.371093369522698,0.48731870923380327,
n_P842,Dodecyl sulfate,CDC_ID_484,SA,0.9535797482616577,-0.06857449813167107,0.701478108866614,0.7879082415171109,
n_P842,Dodecyl sulfate,Isogenic,PA,0.959885917741703,-0.05906514289566541,0.522903234512671,0.6397075933908261,
n_P842,Dodecyl sulfate,SCFM_evolved,PA,1.0849479527676453,0.11762583521809321,0.522903234512671,0.6397075933908261,
n_P842,Dodecyl sulfate,USA300,SA,0.9673492572205578,-0.04789123239433136,0.250153007959382,0.35083493821003153,
n_P849,4-(octyloxy)benzoic acid,ATCC_29213,SA,1.0583001090251112,0.08174879985930168,0.159864197547973,0.23815299012681693,
n_P849,4-(octyloxy)benzoic acid,CDC_ID_234,PA,1.0039680565639044,0.0057133675257587035,0.798297847328526,0.8620518595912934,
n_P849,4-(octyloxy)benzoic acid,CDC_ID_249,PA,0.9858527922680588,-0.02055585570817737,1,1,
n_P849,4-(octyloxy)benzoic acid,CDC_ID_258,PA,0.9872249676402751,-0.01854921312763585,0.522903234512671,0.6397075933908261,
n_P849,4-(octyloxy)benzoic acid,CDC_ID_474,SA,0.9981415610656335,-0.002683655112097139,1,1,
n_P849,4-(octyloxy)benzoic acid,CDC_ID_484,SA,1.0471698503371478,0.06649546554013304,0.306685065904181,0.4162785764866549,
n_P849,4-(octyloxy)benzoic acid,Isogenic,PA,0.8866722190872958,-0.173527220681204,0.0736382701203026,0.11763807312604588,
n_P849,4-(octyloxy)benzoic acid,SCFM_evolved,PA,1.0237166655889451,0.03381647538521852,1,1,
n_P849,4-(octyloxy)benzoic acid,USA300,SA,1.0102435275695913,0.014703108489285617,0.898326787269238,0.9343656609579928,
n_P861,Hexadecanoicacid,ATCC_29213,SA,0.8626901809683731,-0.21308555939058987,0.798297847328526,0.8620518595912934,
n_P861,Hexadecanoicacid,CDC_ID_234,PA,0.984053062994774,-0.023191982925104465,1,1,
n_P861,Hexadecanoicacid,CDC_ID_249,PA,1.1046198204281215,0.14354991933748867,0.522903234512671,0.6397075933908261,
n_P861,Hexadecanoicacid,CDC_ID_258,PA,0.9246984590711157,-0.11294511036777317,0.701478108866614,0.7879082415171109,
n_P861,Hexadecanoicacid,CDC_ID_474,SA,1.1230199051279337,0.16738349922102272,0.701478108866614,0.7879082415171109,
n_P861,Hexadecanoicacid,CDC_ID_484,SA,1.3904480544191566,0.47554984822165197,0.306685065904181,0.4162785764866549,
n_P861,Hexadecanoicacid,Isogenic,PA,1.0573043744576285,0.08039075638771699,1,1,
n_P861,Hexadecanoicacid,SCFM_evolved,PA,0.8748340333377533,-0.19291874878972468,1,1,
n_P861,Hexadecanoicacid,USA300,SA,1.0963150886119253,0.13266249852411116,0.609280159304103,0.714747086008051,
n_P869,Perfluoroctanoic acid (PFOA),ATCC_29213,SA,1.105276784868453,0.1444076964531749,0.371093369522698,0.48731870923380327,
n_P869,Perfluoroctanoic acid (PFOA),CDC_ID_234,PA,1.0746931127595545,0.10392474548121268,0.44328852211644,0.5627732989672325,
n_P869,Perfluoroctanoic acid (PFOA),CDC_ID_249,PA,1.1087037493850198,0.14887392240718728,0.201336485287401,0.29178302944727963,
n_P869,Perfluoroctanoic acid (PFOA),CDC_ID_258,PA,0.9888335312188852,-0.016200429210820363,0.898326787269238,0.9343656609579928,
n_P869,Perfluoroctanoic acid (PFOA),CDC_ID_474,SA,1.0047474306708841,0.006832888157431141,0.522903234512671,0.6397075933908261,
n_P869,Perfluoroctanoic acid (PFOA),CDC_ID_484,SA,1.0500950082294545,0.0705198628443729,0.250153007959382,0.35083493821003153,
n_P869,Perfluoroctanoic acid (PFOA),Isogenic,PA,0.9918994605069423,-0.011734199253905963,0.609280159304103,0.714747086008051,
n_P869,Perfluoroctanoic acid (PFOA),SCFM_evolved,PA,1.110436073431438,0.15112634092804159,0.250153007959382,0.35083493821003153,
n_P869,Perfluoroctanoic acid (PFOA),USA300,SA,1.0464323743491315,0.0654790804960725,0.701478108866614,0.7879082415171109,
n_P875,Octadecanoicacid,ATCC_29213,SA,1.33515834294129,0.4170108483021044,0.522903234512671,0.6397075933908261,
n_P875,Octadecanoicacid,CDC_ID_234,PA,1.5774105474045454,0.6575581944471371,0.371093369522698,0.48731870923380327,
n_P875,Octadecanoicacid,CDC_ID_249,PA,1.2379037389209215,0.30789913298445026,0.522903234512671,0.6397075933908261,
n_P875,Octadecanoicacid,CDC_ID_258,PA,0.9374900917578282,-0.09312465201535769,0.609280159304103,0.714747086008051,
n_P875,Octadecanoicacid,CDC_ID_474,SA,1.2501720685875797,0.32212667521829624,0.701478108866614,0.7879082415171109,
n_P875,Octadecanoicacid,CDC_ID_484,SA,1.7331591459947684,0.7934041349341621,0.0736382701203026,0.11763807312604588,
n_P875,Octadecanoicacid,Isogenic,PA,1.1421290763763159,0.19172570440041836,0.701478108866614,0.7879082415171109,
n_P875,Octadecanoicacid,SCFM_evolved,PA,1.384538404551055,0.4694050719691383,0.44328852211644,0.5627732989672325,
n_P875,Octadecanoicacid,USA300,SA,1.2096076137231477,0.27453912556287513,0.609280159304103,0.714747086008051,
n_P882,4-Dodecylbenzenesulfonic acid,ATCC_29213,SA,1.5759492158864983,0.6562210454737495,0.609280159304103,0.714747086008051,
n_P882,4-Dodecylbenzenesulfonic acid,CDC_ID_234,PA,1.5954831855512033,0.6739934044494285,0.898326787269238,0.9343656609579928,
n_P882,4-Dodecylbenzenesulfonic acid,CDC_ID_249,PA,1.6251201838614686,0.7005464149099536,0.898326787269238,0.9343656609579928,
n_P882,4-Dodecylbenzenesulfonic acid,CDC_ID_258,PA,1.2482786912589363,0.31994006690135757,0.898326787269238,0.9343656609579928,
n_P882,4-Dodecylbenzenesulfonic acid,CDC_ID_474,SA,1.7057933702249073,0.7704428976489553,0.609280159304103,0.714747086008051,
n_P882,4-Dodecylbenzenesulfonic acid,CDC_ID_484,SA,1.05089884179938,0.07162380397356848,0.898326787269238,0.9343656609579928,
n_P882,4-Dodecylbenzenesulfonic acid,Isogenic,PA,1.2260892716034626,0.29406402553018696,1,1,
n_P882,4-Dodecylbenzenesulfonic acid,SCFM_evolved,PA,1.8449255494872945,0.8835625986419569,0.898326787269238,0.9343656609579928,
n_P882,4-Dodecylbenzenesulfonic acid,USA300,SA,0.6870120101864391,-0.5415927747596182,0.701478108866614,0.7879082415171109,
n_P885,Myristyl sulfate,ATCC_29213,SA,1.2129478917383332,0.2785175735866498,0.609280159304103,0.714747086008051,
n_P885,Myristyl sulfate,CDC_ID_234,PA,1.0404977704421952,0.05727387369849068,1,1,
n_P885,Myristyl sulfate,CDC_ID_249,PA,0.9726715689506404,-0.039975346235446366,0.701478108866614,0.7879082415171109,
n_P885,Myristyl sulfate,CDC_ID_258,PA,1.126908502636919,0.1723703831670159,0.522903234512671,0.6397075933908261,
n_P885,Myristyl sulfate,CDC_ID_474,SA,1.0267610865216883,0.03810052499752328,0.798297847328526,0.8620518595912934,
n_P885,Myristyl sulfate,CDC_ID_484,SA,1.0088214095014292,0.012670798397512483,1,1,
n_P885,Myristyl sulfate,Isogenic,PA,1.0382356800766959,0.05413397344842116,0.798297847328526,0.8620518595912934,
n_P885,Myristyl sulfate,SCFM_evolved,PA,1.0534898662725325,0.07517643665291382,1,1,
n_P885,Myristyl sulfate,USA300,SA,2.8592416452891802,1.5156325527176382,0.609280159304103,0.714747086008051,
n_P902,Methanesulfonic acid,ATCC_29213,SA,1.0706302906011629,0.09846037551436675,0.0298420644179543,0.05108035980929065,
n_P902,Methanesulfonic acid,CDC_ID_234,PA,1.089720760083015,0.12395849311684289,0.0151936099774602,0.027827052363125424,*
n_P902,Methanesulfonic acid,CDC_ID_249,PA,1.0895648008720575,0.123752001976219,0.0214507336863221,0.038245913815486594,*
n_P902,Methanesulfonic acid,CDC_ID_258,PA,1.0938520540437378,0.1294176235683583,0.00729035809153564,0.013967831841816759,*
n_P902,Methanesulfonic acid,CDC_ID_474,SA,1.0567370177117255,0.07961638859490787,0.0298420644179543,0.05108035980929065,
n_P902,Methanesulfonic acid,CDC_ID_484,SA,1.088371537159804,0.12217113316721434,0.00493790547090731,0.009731186095386373,*
n_P902,Methanesulfonic acid,Isogenic,PA,1.0686830622148757,0.09583405851551592,0.0298420644179543,0.05108035980929065,
n_P902,Methanesulfonic acid,SCFM_evolved,PA,1.0774363250048176,0.10760261055406659,0.0106033453821227,0.01985755735578446,*
n_P902,Methanesulfonic acid,USA300,SA,1.0808487116712218,0.11216460059681298,0.0106033453821227,0.01985755735578446,*
n_P96,L-Asparate,ATCC_29213,SA,0.7569484385285536,-0.40173306417786847,0.201336485287401,0.29178302944727963,
n_P96,L-Asparate,CDC_ID_234,PA,0.001531574586189984,-9.350768658171685,0.00216502933303838,0.004583050857802594,*
n_P96,L-Asparate,CDC_ID_249,PA,0.0018782682531951192,-9.056381162076743,0.00216502933303838,0.004583050857802594,*
n_P96,L-Asparate,CDC_ID_258,PA,0.0010351108893089562,-9.91599895569432,0.00216502933303838,0.004583050857802594,*
n_P96,L-Asparate,CDC_ID_474,SA,1.0248258082348678,0.03537871270440304,0.898326787269238,0.9343656609579928,
n_P96,L-Asparate,CDC_ID_484,SA,1.0110533124447598,0.01585907199050727,0.798297847328526,0.8620518595912934,
n_P96,L-Asparate,Isogenic,PA,0.0025300047796810803,-8.626644174202708,0.00216502933303838,0.004583050857802594,*
n_P96,L-Asparate,SCFM_evolved,PA,0.0014350679685669785,-9.44466521633789,0.00216502933303838,0.004583050857802594,*
n_P96,L-Asparate,USA300,SA,0.9741779895972731,-0.03774270733370337,0.371093369522698,0.48731870923380327,
p_P1026,Norepinephrine(Noradrenaline),ATCC_29213,SA,7.627436396446748,2.931198244530127,0.00216502933303838,0.004583050857802594,*
p_P1026,Norepinephrine(Noradrenaline),CDC_ID_234,PA,523.8333529495796,9.03296411010291,0.00216502933303838,0.004583050857802594,*
p_P1026,Norepinephrine(Noradrenaline),CDC_ID_249,PA,1.1003744312302957,0.13799452207880888,0.371093369522698,0.48731870923380327,
p_P1026,Norepinephrine(Noradrenaline),CDC_ID_258,PA,0.5890769736873818,-0.763471934004088,0.609280159304103,0.714747086008051,
p_P1026,Norepinephrine(Noradrenaline),CDC_ID_474,SA,12.511150153052396,3.6451425177909167,0.00216502933303838,0.004583050857802594,*
p_P1026,Norepinephrine(Noradrenaline),CDC_ID_484,SA,1.34896103705737,0.43184867856349535,0.159864197547973,0.23815299012681693,
p_P1026,Norepinephrine(Noradrenaline),Isogenic,PA,0.8308141831580529,-0.26740224967599957,0.609280159304103,0.714747086008051,
p_P1026,Norepinephrine(Noradrenaline),SCFM_evolved,PA,2.4476654519139505,1.2914063832561957,0.00216502933303838,0.004583050857802594,*
p_P1026,Norepinephrine(Noradrenaline),USA300,SA,1.0840629629211673,0.11644855157754848,0.306685065904181,0.4162785764866549,
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,ATCC_29213,SA,1.03387298607232,0.04805895778145267,0.798297847328526,0.8620518595912934,
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,CDC_ID_234,PA,91.8409142147406,6.521065098034543,0.00216502933303838,0.004583050857802594,*
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,CDC_ID_249,PA,268.3208765091757,8.067815496570539,0.00216502933303838,0.004583050857802594,*
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,CDC_ID_258,PA,127.6868358306933,6.996465984504097,0.00216502933303838,0.004583050857802594,*
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,CDC_ID_474,SA,1.0561389575339855,0.07879966438986183,1,1,
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,CDC_ID_484,SA,0.9967802879746488,-0.004652556543919855,0.798297847328526,0.8620518595912934,
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,Isogenic,PA,285.39186198386943,8.156800386386205,0.00216502933303838,0.004583050857802594,*
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,SCFM_evolved,PA,326.056507239268,8.348978202235093,0.00216502933303838,0.004583050857802594,*
p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,USA300,SA,0.9451878004277329,-0.08132708637119487,0.44328852211644,0.5627732989672325,
p_P1033,Adenosine,ATCC_29213,SA,3.5994573043391274,1.8477794056220216,0.125201029610315,0.19135646818753393,
p_P1033,Adenosine,CDC_ID_234,PA,2.7804078084827784,1.4752965016994413,0.0966975676176362,0.15056051024101375,
p_P1033,Adenosine,CDC_ID_249,PA,1.4273539251970593,0.5133431083362606,0.44328852211644,0.5627732989672325,
p_P1033,Adenosine,CDC_ID_258,PA,2.3272462031628316,1.218623843873051,0.0966975676176362,0.15056051024101375,
p_P1033,Adenosine,CDC_ID_474,SA,46.15128290419807,5.528298847066096,0.00216502933303838,0.004583050857802594,*
p_P1033,Adenosine,CDC_ID_484,SA,18.03919518635229,4.1730630694807065,0.00216502933303838,0.004583050857802594,*
p_P1033,Adenosine,Isogenic,PA,3.6415350209263067,1.8645467197255639,0.0409135529844968,0.06845571387459323,
p_P1033,Adenosine,SCFM_evolved,PA,2.926530660218462,1.5491913933489152,0.0552849927170241,0.09046635171876671,
p_P1033,Adenosine,USA300,SA,5.159974374545003,2.367363900956932,0.00493790547090731,0.009731186095386373,*
p_P1045,Sorbic acid,ATCC_29213,SA,43.38230790645414,5.439034900240297,0.00216502933303838,0.004583050857802594,*
p_P1045,Sorbic acid,CDC_ID_234,PA,3.4219871467913103,1.7748343409800846,0.898326787269238,0.9343656609579928,
p_P1045,Sorbic acid,CDC_ID_249,PA,5.343984601822131,2.4179158508308918,0.00729035809153564,0.013967831841816759,*
p_P1045,Sorbic acid,CDC_ID_258,PA,4.411042030825528,2.141119507284508,0.0409135529844968,0.06845571387459323,
p_P1045,Sorbic acid,CDC_ID_474,SA,74.57588081429257,6.220637207191832,0.00216502933303838,0.004583050857802594,*
p_P1045,Sorbic acid,CDC_ID_484,SA,55.412538528563594,5.792140555389985,0.00216502933303838,0.004583050857802594,*
p_P1045,Sorbic acid,Isogenic,PA,6.318129004312731,2.659497394505199,0.00493790547090731,0.009731186095386373,*
p_P1045,Sorbic acid,SCFM_evolved,PA,6.775921050573837,2.760417065253176,0.0106033453821227,0.01985755735578446,*
p_P1045,Sorbic acid,USA300,SA,50.27895856077195,5.651882862092677,0.00216502933303838,0.004583050857802594,*
p_P1046,6-Hydroxynicotinic acid,ATCC_29213,SA,0.862797778578879,-0.21290563285047054,0.44328852211644,0.5627732989672325,
p_P1046,6-Hydroxynicotinic acid,CDC_ID_234,PA,4.016257475583646,2.005851761031867,0.00216502933303838,0.004583050857802594,*
p_P1046,6-Hydroxynicotinic acid,CDC_ID_249,PA,166.22674136680945,7.3770086809919375,0.00216502933303838,0.004583050857802594,*
p_P1046,6-Hydroxynicotinic acid,CDC_ID_258,PA,5.569824796234182,2.4776319470303823,0.00216502933303838,0.004583050857802594,*
p_P1046,6-Hydroxynicotinic acid,CDC_ID_474,SA,0.9629102890404522,-0.05452670137244642,0.44328852211644,0.5627732989672325,
p_P1046,6-Hydroxynicotinic acid,CDC_ID_484,SA,0.9159488735378254,-0.12666102271357674,0.798297847328526,0.8620518595912934,
p_P1046,6-Hydroxynicotinic acid,Isogenic,PA,2.7128072979386726,1.4397865705898747,0.00329451387658258,0.0067125423325323525,*
p_P1046,6-Hydroxynicotinic acid,SCFM_evolved,PA,3.1581139490348025,1.6590632265311498,0.00216502933303838,0.004583050857802594,*
p_P1046,6-Hydroxynicotinic acid,USA300,SA,1.0282580718587861,0.04020239708500904,0.898326787269238,0.9343656609579928,
p_P1097,allopurinol,ATCC_29213,SA,0.9543199076842598,-0.06745512649312921,0.609280159304103,0.714747086008051,
p_P1097,allopurinol,CDC_ID_234,PA,3.544555474707297,1.8256047093695849,0.0214507336863221,0.038245913815486594,*
p_P1097,allopurinol,CDC_ID_249,PA,1.112301463104087,0.1535478495565951,0.898326787269238,0.9343656609579928,
p_P1097,allopurinol,CDC_ID_258,PA,0.7816912875205009,-0.3553291368406338,0.0409135529844968,0.06845571387459323,
p_P1097,allopurinol,CDC_ID_474,SA,1.0044510784653709,0.006407299686797835,0.44328852211644,0.5627732989672325,
p_P1097,allopurinol,CDC_ID_484,SA,1.1052997876352748,0.14443772117888173,0.898326787269238,0.9343656609579928,
p_P1097,allopurinol,Isogenic,PA,1.0495133268222356,0.06972048622823725,0.306685065904181,0.4162785764866549,
p_P1097,allopurinol,SCFM_evolved,PA,1.7329156587331969,0.7932014400212377,0.44328852211644,0.5627732989672325,
p_P1097,allopurinol,USA300,SA,0.9130940755736131,-0.13116458695433758,0.522903234512671,0.6397075933908261,
p_P1120,2-Hydroxyphenylalanine,ATCC_29213,SA,0.7976821619947473,-0.3261140785845906,0.0298420644179543,0.05108035980929065,
p_P1120,2-Hydroxyphenylalanine,CDC_ID_234,PA,0.32503047009735636,-1.6213531244453219,0.00216502933303838,0.004583050857802594,*
p_P1120,2-Hydroxyphenylalanine,CDC_ID_249,PA,0.3667930446271219,-1.4469618130348159,0.00216502933303838,0.004583050857802594,*
p_P1120,2-Hydroxyphenylalanine,CDC_ID_258,PA,0.4580067795593382,-1.1265591411846916,0.00216502933303838,0.004583050857802594,*
p_P1120,2-Hydroxyphenylalanine,CDC_ID_474,SA,0.8177379900398792,-0.2902894290074884,0.125201029610315,0.19135646818753393,
p_P1120,2-Hydroxyphenylalanine,CDC_ID_484,SA,0.7572986604413322,-0.4010657181071654,0.0151936099774602,0.027827052363125424,*
p_P1120,2-Hydroxyphenylalanine,Isogenic,PA,0.4235322634397448,-1.239456220886921,0.00216502933303838,0.004583050857802594,*
p_P1120,2-Hydroxyphenylalanine,SCFM_evolved,PA,0.36224999794619134,-1.4649424132846458,0.00216502933303838,0.004583050857802594,*
p_P1120,2-Hydroxyphenylalanine,USA300,SA,0.7152948747388537,-0.4833899905844393,0.00493790547090731,0.009731186095386373,*
p_P1125,5-Valerolactone,ATCC_29213,SA,6.727859504385939,2.750147578595133,0.00729035809153564,0.013967831841816759,*
p_P1125,5-Valerolactone,CDC_ID_234,PA,61.425399200671464,5.940763423509928,0.00216502933303838,0.004583050857802594,*
p_P1125,5-Valerolactone,CDC_ID_249,PA,44.05221016565675,5.461142498029485,0.00216502933303838,0.004583050857802594,*
p_P1125,5-Valerolactone,CDC_ID_258,PA,38.28204873412852,5.2585961352514285,0.00216502933303838,0.004583050857802594,*
p_P1125,5-Valerolactone,CDC_ID_474,SA,4.765635545337378,2.252668624830914,0.0966975676176362,0.15056051024101375,
p_P1125,5-Valerolactone,CDC_ID_484,SA,5.338825186853698,2.4165223105330056,0.306685065904181,0.4162785764866549,
p_P1125,5-Valerolactone,Isogenic,PA,72.157837494342,6.173084197852364,0.00216502933303838,0.004583050857802594,*
p_P1125,5-Valerolactone,SCFM_evolved,PA,66.40493466607579,6.053218549618428,0.00216502933303838,0.004583050857802594,*
p_P1125,5-Valerolactone,USA300,SA,7.78119352523453,2.959991461236306,0.0409135529844968,0.06845571387459323,
p_P1176,"N,N-dimethyl-9H-purin-6-amine",ATCC_29213,SA,0.9899723740902139,-0.014539828603342906,0.798297847328526,0.8620518595912934,
p_P1176,"N,N-dimethyl-9H-purin-6-amine",CDC_ID_234,PA,5.303919345818398,2.4070588372392394,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",CDC_ID_249,PA,6.99686316430662,2.8067082775456784,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",CDC_ID_258,PA,6.385374651598811,2.674771270225045,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",CDC_ID_474,SA,1.1067417239551136,0.14631858522384492,0.0151936099774602,0.027827052363125424,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",CDC_ID_484,SA,1.1029307744369519,0.14134224286885555,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",Isogenic,PA,9.448417752364444,3.240072753467146,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",SCFM_evolved,PA,9.183388077912264,3.1990265132708564,0.00216502933303838,0.004583050857802594,*
p_P1176,"N,N-dimethyl-9H-purin-6-amine",USA300,SA,1.139942112649715,0.1889605648166786,0.0214507336863221,0.038245913815486594,*
