strain,species,replicate,Peak,Name,Formula,KEGG_ID,Molecular Weight,RT [min],mzVault Best Match,mzCloud Best Match,MS2,Area,normalizedArea
CDC_ID_258,PA,R6,p_P2756,Docosanamide,C22 H45 N O,NA,339.34985,13.344,NA,88.5,DDA for preferred ion,3865025.418,-0.2209954048523315
CDC_ID_258,PA,R7,p_P43,Spermidine,C7 H19 N3,C00315,145.15783,0.776,91.4,88.1,DDA for preferred ion,111576.1963,-1.9134944545821995
CDC_ID_258,PA,R7,p_P48,Ornithine,C5 H12 N2 O2,C01602,132.08985,0.791,63.6,61.7,DDA for preferred ion,240132.5889,-5.2291885951819985
CDC_ID_258,PA,R7,p_P170,2-Amino-4-methylpyrimidine,C5 H7 N3,NA,109.06402,0.882,67.9,77.8,DDA for preferred ion,60470.72502,-5.826471149906405
CDC_ID_258,PA,R7,p_P173,D-(-)-Aspartic acid,C4 H7 N O4,C00402,133.03742,0.888,86.4,79.7,DDA for preferred ion,63281.46487,-3.953684911134035
CDC_ID_258,PA,R7,p_P174,L-Homoserine,C4 H9 N O3,C00263,119.05826,0.89,93.6,89.1,DDA for preferred ion,479419.5855,-4.222796264203918
CDC_ID_258,PA,R7,p_P175,L-Serine,C3 H7 N O3,C00065,105.04263,0.891,93.1,86.3,DDA for preferred ion,109790.4228,-4.053929265852695
CDC_ID_258,PA,R7,p_P185,L-Glutamic acid,C5 H9 N O4,C00025,147.05306,0.9,92,86.1,DDA for preferred ion,781823.0497,-4.861948003535659
CDC_ID_258,PA,R7,p_P200,Choline,C5 H13 N O,C00114,103.09984,0.904,96.3,87.7,DDA for preferred ion,814592.9665,1.5797841343814234
CDC_ID_258,PA,R7,p_P204,DL-Lysine,C6 H14 N2 O2,C16440,146.10543,0.905,91.9,81.8,DDA for preferred ion,1161896.333,-4.046083657229886
CDC_ID_258,PA,R7,p_P216,Prolinamide,C5 H10 N2 O,C19781,114.0793,0.917,78.3,63,DDA for preferred ion,265019.8857,-5.20375710992122
CDC_ID_258,PA,R7,p_P217,Methionine sulfoxide,C5 H11 N O3 S,NA,165.04586,0.917,93.8,90.4,DDA for preferred ion,2330021.926,0.13308289338437618
CDC_ID_258,PA,R7,p_P218,Betaine,C5 H11 N O2,C00719,117.07894,0.918,94.7,87.4,DDA for preferred ion,1084315.916,-0.9569552988469674
CDC_ID_258,PA,R7,p_P240,Homocysteine,C4 H9 N O2 S,C05330,135.0354,0.957,64.1,62.7,DDA for preferred ion,545006.6751,-0.3152560920046348
CDC_ID_258,PA,R7,p_P251,D-(+)-Proline,C5 H9 N O2,C00763,115.06331,0.981,93.8,91.1,DDA for preferred ion,1303184.239,-5.769090836579334
CDC_ID_258,PA,R7,p_P274,4-Morpholinepropanesulfonic acid,C7 H15 N O4 S,NA,209.07203,1.005,91.3,93,DDA for preferred ion,7857812472,0.047321236849093395
CDC_ID_258,PA,R7,p_P306,Pipecolic acid,C6 H11 N O2,C00408,129.07895,1.057,71.7,66.8,DDA for preferred ion,1323451.432,-2.3958162142668016
CDC_ID_258,PA,R7,p_P330,gamma-L-Glutamyl-L-glutamic acid,C10 H16 N2 O7,C05282,276.09575,1.102,81.8,79.7,DDA for preferred ion,7113671.407,1.6438905554114172
CDC_ID_258,PA,R7,p_P341,N5-Ethyl-L-glutamine,C7 H14 N2 O3,C01047,174.10033,1.122,NA,73.3,DDA for preferred ion,19680720.46,2.6707539919303507
CDC_ID_258,PA,R7,p_P362,"N,N-Diethylethanolamine",C6 H15 N O,NA,117.11535,1.165,90.5,86.5,DDA for preferred ion,25160214.82,1.0662524698755256
CDC_ID_258,PA,R7,p_P384,D-Serine,C3 H7 N O3,C00740,105.04267,1.21,94.7,92.5,DDA for preferred ion,1175067.756,-1.5077877978684135
CDC_ID_258,PA,R7,p_P387,N-Acetyl-DL-serine,C5 H9 N O4,NA,147.05308,1.212,92.6,91.4,DDA for preferred ion,1561787.602,-3.0876136637890497
CDC_ID_258,PA,R7,p_P389,Cytidine 5'-monophosphate (hydrate),C9 H14 N3 O8 P,C00055,323.05165,1.214,84.5,89.1,DDA for preferred ion,10704811.46,1.5735634753066634
CDC_ID_258,PA,R7,p_P410,2-Aminooctanedioic acid,C8 H15 N O4,NA,189.10005,1.267,83.9,73.6,DDA for preferred ion,93486.79025,-2.0330184270475264
CDC_ID_258,PA,R7,p_P415,Proline,C5 H9 N O2,C00148,115.06336,1.281,87.5,88.2,DDA for preferred ion,417055.1918,-4.784595583591546
CDC_ID_258,PA,R7,p_P417,D-(+)-Pipecolinic acid,C6 H11 N O2,NA,129.07893,1.289,94,83.8,DDA for preferred ion,5266915.244,-0.7644568381830084
CDC_ID_258,PA,R7,p_P428,L-Histidine,C6 H9 N3 O2,C00135,155.06939,1.303,94,86.6,DDA for preferred ion,466028.3967,-0.7760620331456778
CDC_ID_258,PA,R7,p_P432,2-Mercaptoethanol,C2 H6 O S,C00928,78.0141,1.309,84.3,85.7,DDA for preferred ion,2079333.639,0.7962840302931582
CDC_ID_258,PA,R7,p_P435,Epinephrine,C9 H13 N O3,C00788,183.08944,1.313,80.9,72.7,DDA for preferred ion,601204.1255,-1.3615597820718897
CDC_ID_258,PA,R7,p_P456,Trigonelline,C7 H7 N O2,C01004,137.04763,1.34,91.7,86.3,DDA for preferred ion,175277.2964,-0.3327417207638206
CDC_ID_258,PA,R7,p_P496,Acetyl-beta-methylcholine,C8 H17 N O2,C07471,159.12587,1.371,79.6,92.1,DDA for preferred ion,2473507.005,0.37962716617954584
CDC_ID_258,PA,R7,p_P507,Triisopropanolamine,C9 H21 N O3,NA,191.15207,1.382,83.1,81.2,DDA for preferred ion,530001.7727,-0.5385718833765232
CDC_ID_258,PA,R7,p_P509,N6-Acetyl-L-lysine,C8 H16 N2 O3,C02727,188.11592,1.385,96.7,90.4,DDA for preferred ion,3705517.353,1.423146210866733
CDC_ID_258,PA,R7,p_P513,"5,6-Dihydrouracil",C4 H6 N2 O2,C00429,114.04302,1.395,72.3,NA,DDA for preferred ion,2207804.403,1.5688699436576599
CDC_ID_258,PA,R7,p_P518,Adenine,C5 H5 N5,C00147,135.05441,1.417,81.3,83.5,DDA for preferred ion,766783.9037,-0.6747498271538426
CDC_ID_258,PA,R7,p_P522,L-(-)-Methionine,C5 H11 N O2 S,C00073,149.05098,1.427,94.5,91,DDA for preferred ion,1027850649,-1.190786964017434
CDC_ID_258,PA,R7,p_P531,Acetylarginine,C8 H16 N4 O3,NA,216.12229,1.452,90.9,94.3,DDA for preferred ion,798915.628,-2.100392802199302
CDC_ID_258,PA,R7,p_P539,Uracil,C4 H4 N2 O2,C00106,112.02733,1.465,90.3,88.8,DDA for preferred ion,76644633.69,3.8040951193176404
CDC_ID_258,PA,R7,p_P549,Nicotinic acid,C6 H5 N O2,C00253,123.03203,1.504,92.6,89.2,DDA for preferred ion,9669833.864,2.170387630874419
CDC_ID_258,PA,R7,p_P559,N-Acetyl-L-carnosine,C11 H16 N4 O4,NA,268.11724,1.532,86.6,81.5,DDA for preferred ion,49055.94528,-1.9149221702168973
CDC_ID_258,PA,R7,p_P567,4-Aminophenol,C6 H7 N O,C02372,109.05278,1.543,94.8,89.1,DDA for preferred ion,2147160.281,3.202881574213425
CDC_ID_258,PA,R7,p_P581,Salicylic acid,C7 H6 O3,C00805,138.0317,1.56,84.5,80.1,DDA for preferred ion,1400286.858,2.0713994072032875
CDC_ID_258,PA,R7,p_P595,Reduced glutathione,C10 H17 N3 O6 S,C02471,307.08372,1.568,57.9,60.3,DDA for preferred ion,31624.79916,-1.6008017380917412
CDC_ID_258,PA,R7,p_P605,Urocanic acid,C6 H6 N2 O2,C00785,138.04289,1.622,96.7,89.9,DDA for preferred ion,1768683.218,-1.212552105539288
CDC_ID_258,PA,R7,p_P616,6-Aminocaproic acid,C6 H13 N O2,C02378,131.09457,1.695,93.7,89.3,DDA for preferred ion,802977.6136,-0.2170557534904809
CDC_ID_258,PA,R7,p_P617,Nicotinamide,C6 H6 N2 O,C00153,122.04801,1.698,88.5,84.7,DDA for preferred ion,3648057.05,1.6318748896026243
CDC_ID_258,PA,R7,p_P620,L-Arginine,C6 H14 N4 O2,C00062,174.11158,1.716,91.3,86.3,DDA for preferred ion,2880516.616,1.858600073017577
CDC_ID_258,PA,R7,p_P632,1_2-Diaminobenzene,C6 H8 N2,NA,108.06881,1.771,NA,74.5,DDA for preferred ion,1404332.043,3.7455088587350325
CDC_ID_258,PA,R7,p_P639,Adenosine 5'-monophosphate,C10 H14 N5 O7 P,C00020,347.06263,1.798,96.5,89.3,DDA for preferred ion,46506623.79,3.058459496004229
CDC_ID_258,PA,R7,p_P647,Cytosine,C4 H5 N3 O,C00380,111.04332,1.829,97.4,91.9,DDA for preferred ion,5885343.831,0.837877674461339
CDC_ID_258,PA,R7,p_P674,Methyl 2-[(2-methoxy-2-oxoethyl)amino]acetate,C6 H11 N O4,NA,161.06873,1.915,78.6,74.3,DDA for preferred ion,3497937.145,-1.4726264792502874
CDC_ID_258,PA,R7,p_P681,N5-(L-1-Carboxyethyl)-L-ornithine,C8 H16 N2 O4,C04210,204.11099,1.926,NA,71.2,DDA for preferred ion,22707.70159,-2.7264489352227894
CDC_ID_258,PA,R7,p_P699,Uric acid,C5 H4 N4 O3,C00366,168.02829,1.966,96.3,88,DDA for preferred ion,3816313.747,2.678640094218796
CDC_ID_258,PA,R7,p_P707,L-Isoleucine,C6 H13 N O2,C00407,131.09454,2.024,97.6,90.9,DDA for preferred ion,979201.6751,-5.960655402156661
CDC_ID_258,PA,R7,p_P708,trans-3-Hexenoic acid,C6 H10 O2,NA,114.06795,2.027,82.4,74.8,DDA for preferred ion,855878.5388,-6.911412616348322
CDC_ID_258,PA,R7,p_P726,L-Norleucine,C6 H13 N O2,C01933,131.09452,2.147,96.9,93.5,DDA for preferred ion,22551183.3,-4.292025867155534
CDC_ID_258,PA,R7,p_P728,7-Methylguanine,C6 H7 N5 O,C02242,165.065,2.149,92.2,91.6,DDA for preferred ion,2694289.449,1.3789230635226453
CDC_ID_258,PA,R7,p_P732,L-Pyroglutamic acid,C5 H7 N O3,C01879,129.04261,2.152,91.1,81.5,DDA for preferred ion,8246578.158,2.184687886120372
CDC_ID_258,PA,R7,p_P738,N-Acetyl-L-glutamate,C7 H11 N O5,C00624,189.06366,2.153,89.4,NA,DDA for preferred ion,19768731.92,1.5732558640162537
CDC_ID_258,PA,R7,p_P750,Carnosine,C9 H14 N4 O3,D01611,226.10665,2.192,78.4,78.1,DDA for preferred ion,1733355.891,1.806188954238717
CDC_ID_258,PA,R7,p_P758,1-Methyladenine,C6 H7 N5,C02216,149.07001,2.22,NA,74.5,DDA for preferred ion,2598587.389,2.161756747269891
CDC_ID_258,PA,R7,p_P763,L-Leucine,C6 H13 N O2,C00123,131.09453,2.246,91.9,87,DDA for preferred ion,133022927.7,-0.6459667454210845
CDC_ID_258,PA,R7,p_P780,?-Alanine,C3 H7 N O2,C00099,89.04781,2.309,69.3,61.3,DDA for preferred ion,285249.6847,-0.42745112619698844
CDC_ID_258,PA,R7,p_P785,trans-4-Hydroxy-L-proline,C5 H9 N O3,C01157,131.0582,2.314,92,NA,DDA for preferred ion,465739.7517,-1.2761263765869835
CDC_ID_258,PA,R7,p_P787,Acadesine,C9 H14 N4 O5,D02742,258.09644,2.323,96.2,89.6,DDA for preferred ion,288588.3446,-2.6535461478917988
CDC_ID_258,PA,R7,p_P793,Xanthine,C5 H4 N4 O2,C00385,152.03331,2.347,80.2,NA,DDA for preferred ion,749278.4262,-0.1409136088153211
CDC_ID_258,PA,R7,p_P803,L-Tyrosine,C9 H11 N O3,C00082,181.0738,2.377,94.4,93.4,DDA for preferred ion,2103517.964,-6.2035015516522165
CDC_ID_258,PA,R7,p_P804,2-Hydroxycinnamic acid,C9 H8 O3,C01772,164.04723,2.377,69.6,86.7,DDA for preferred ion,2068475.678,-6.230359052048186
CDC_ID_258,PA,R7,p_P806,Coumarin,C9 H6 O2,C05851,146.03671,2.378,84.9,82.2,DDA for preferred ion,48804.52679,-6.471325187389619
CDC_ID_258,PA,R7,p_P861,1-Pyrroline-4-hydroxy-2-carboxylate,C5 H7 N O3,C04282,129.04258,2.503,NA,74,DDA for preferred ion,4777162.278,2.7102415795935784
CDC_ID_258,PA,R7,p_P883,Guanine,C5 H5 N5 O,C00242,151.0493,2.553,99.3,92,DDA for preferred ion,9928732.355,3.0041402012566643
CDC_ID_258,PA,R7,p_P884,Adenosine 3'5'-cyclic monophosphate,C10 H12 N5 O6 P,C00575,329.05243,2.562,86.4,73.9,DDA for preferred ion,28246.58654,-4.110830251372661
CDC_ID_258,PA,R7,p_P904,DL-Arginine,C6 H14 N4 O2,C02385,174.1116,2.648,94,91.8,DDA for preferred ion,915875.0322,1.0320767230879362
CDC_ID_258,PA,R7,p_P920,Carbimazole,C7 H10 N2 O2 S,C07615,186.04621,2.673,59.1,66.8,DDA for preferred ion,19954.58477,-2.073354291059916
CDC_ID_258,PA,R7,p_P940,Thymidine 5'-monophosphate,C10 H15 N2 O8 P,C00364,322.05627,2.691,97.5,87.8,DDA for preferred ion,8048687.612,2.555403687870392
CDC_ID_258,PA,R7,p_P951,Thymine,C5 H6 N2 O2,C00178,126.0429,2.717,95.7,89.4,DDA for preferred ion,3595282.18,0.2199029050839698
CDC_ID_258,PA,R7,p_P952,N-(2-Methoxyphenyl)acetamide,C9 H11 N O2,NA,165.07879,2.717,56.1,61,DDA for preferred ion,90818.99824,-0.742866547784633
CDC_ID_258,PA,R7,p_P979,Tyrosylalanine,C12 H16 N2 O4,NA,252.11101,2.804,93.5,86.6,DDA for preferred ion,1511183.863,2.403284044835228
CDC_ID_258,PA,R7,p_P998,Cyclohexylamine,C6 H13 N,C00571,99.10491,2.856,NA,88,DDA for preferred ion,9301861.164,-0.18010323567452602
CDC_ID_258,PA,R7,p_P1026,Norepinephrine(Noradrenaline),C8 H11 N O3,C00547,169.07384,2.937,NA,85.3,DDA for preferred ion,24352.67897,-2.5607144993910875
CDC_ID_258,PA,R7,p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,C8 H10 N2 O3,NA,182.06904,2.943,95.5,94.9,DDA for preferred ion,5525995.655,3.672689679256557
CDC_ID_258,PA,R7,p_P1033,Adenosine,C10 H13 N5 O4,C00212,267.09674,2.962,89.8,81.1,DDA for preferred ion,189217.223,-0.451565949974821
CDC_ID_258,PA,R7,p_P1045,Sorbic acid,C6 H8 O2,D02411,112.05251,3.003,80,60.5,DDA for preferred ion,230581.565,-1.4372246486454188
CDC_ID_258,PA,R7,p_P1046,6-Hydroxynicotinic acid,C6 H5 N O3,C01020,139.02689,3.005,57.9,87.8,DDA for preferred ion,174396.6821,0.9601779111583966
CDC_ID_258,PA,R7,p_P1097,allopurinol,C5 H4 N4 O,D00224,136.03851,3.183,NA,70.6,DDA for preferred ion,19207.29858,-1.0017391794665862
CDC_ID_258,PA,R7,p_P1120,2-Hydroxyphenylalanine,C9 H11 N O3,NA,181.07378,3.246,80.4,72.3,DDA for preferred ion,1862539.237,0.03553315034915272
CDC_ID_258,PA,R7,p_P1125,5-Valerolactone,C5 H8 O2,C02240,100.05252,3.26,NA,62,DDA for preferred ion,969193.6847,1.1931436315534718
CDC_ID_258,PA,R7,p_P1176,"N,N-dimethyl-9H-purin-6-amine",C7 H9 N5,NA,163.08573,3.426,50.6,70,DDA for preferred ion,2812528.61,1.2740991048427652
CDC_ID_258,PA,R7,p_P1192,L-Phenylalanine,C9 H11 N O2,C00079,165.07881,3.473,96,90.5,DDA for preferred ion,2806144.238,-6.047978776231197
CDC_ID_258,PA,R7,p_P1228,2-Hydroxy-2-methylbutyronitrile,C5 H9 N O,NA,99.06849,3.549,NA,84.3,DDA for preferred ion,46022868.07,3.1205873144748466
CDC_ID_258,PA,R7,p_P1305,2-Phenylglycine,C8 H9 N O2,NA,151.06322,3.739,74.1,NA,DDA for preferred ion,2939284.532,2.1600855679956474
CDC_ID_258,PA,R7,p_P1326,Glycyl-L-leucine,C8 H16 N2 O3,C02155,188.11597,3.782,93.3,87.7,DDA for preferred ion,2994667.903,3.836027214723412
CDC_ID_258,PA,R7,p_P1334,Aspartame,C14 H18 N2 O5,D02381,294.12162,3.838,64,NA,DDA for preferred ion,2881352.706,3.5932764078817314
CDC_ID_258,PA,R7,p_P1346,NP-016455,C11 H18 N2 O4,NA,242.12665,3.944,NA,75.6,DDA for preferred ion,340976.1212,1.525884362098811
CDC_ID_258,PA,R7,p_P1375,"N6-[(5-nitro-2-thienyl)methylidene]-2,3-dihydro-1,4-benzodioxin-6-amine",C13 H10 N2 O4 S,NA,290.03624,4.011,NA,62.2,DDA for preferred ion,755531.6001,0.19543893210792262
CDC_ID_258,PA,R7,p_P1433,Hypoxanthine,C5 H4 N4 O,C00262,136.03846,4.15,90.7,88.3,DDA for preferred ion,10177304.54,3.7623756768291123
CDC_ID_258,PA,R7,p_P1443,Pantothenate,C9 H17 N O5,C00864,219.11067,4.185,92,NA,DDA for preferred ion,23334422.23,2.124217798201336
CDC_ID_258,PA,R7,p_P1524,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,NA,230.16306,4.511,67.5,64.7,DDA for preferred ion,796490.2253,1.8123141308037667
CDC_ID_258,PA,R7,p_P1540,Paraquat,C12 H14 N2,C14701,186.11568,4.574,NA,67.3,DDA for preferred ion,2862167.848,4.15643370265569
CDC_ID_258,PA,R7,p_P1546,Harmine,C13 H12 N2 O,C06538,212.09472,4.598,85.5,NA,DDA for preferred ion,37841.89052,-1.6603331236568089
CDC_ID_258,PA,R7,p_P1551,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione",C13 H10 N2 O2,NA,226.07428,4.607,NA,78.5,DDA for preferred ion,377673.4495,2.0830642818229457
CDC_ID_258,PA,R7,p_P1560,"6,7-dihydro-5H-dibenzo[d,f][1,3]diazepin-6-one",C13 H10 N2 O,NA,210.07928,4.655,NA,75.7,DDA for preferred ion,458144770.7,6.373209403225069
CDC_ID_258,PA,R7,p_P1605,DL-Tryptophan,C11 H12 N2 O2,C00806,204.08981,4.882,99.2,96.7,DDA for preferred ion,1497897.654,-3.9343052557987654
CDC_ID_258,PA,R7,p_P1606,8-Hydroxyquinoline,C9 H7 N O,C19434,145.0527,4.882,57.9,61.4,DDA for preferred ion,55630.67175,-3.08403146763178
CDC_ID_258,PA,R7,p_P1609,Isoquinoline,C9 H7 N,C06323,129.05783,4.883,68.4,76.6,DDA for preferred ion,55159.33946,-2.7334009610537375
CDC_ID_258,PA,R7,p_P1610,"1,5-Naphthalenediamine",C10 H10 N2,C19463,158.08434,4.883,66.7,64.6,DDA for preferred ion,133550.7783,-1.9582522717382638
CDC_ID_258,PA,R7,p_P1612,Indole-3-acrylic acid,C11 H9 N O2,NA,187.06323,4.885,97,89,DDA for preferred ion,1447729.313,-3.9463159381010193
CDC_ID_258,PA,R7,p_P1632,Methionine,C5 H11 N O2 S,C01733,149.05097,4.935,93.1,90.8,DDA for preferred ion,7308526.337,0.9321105193539765
CDC_ID_258,PA,R7,p_P1656,Phloroglucinol,C6 H6 O3,C02183,126.03164,4.976,57.2,74.1,DDA for preferred ion,2170540.881,2.8504449828237632
CDC_ID_258,PA,R7,p_P1669,Valine,C5 H11 N O2,C00183,117.07896,5.01,88.5,85.4,DDA for preferred ion,2408392.366,-0.7419858222433859
CDC_ID_258,PA,R7,p_P1697,Caprolactam,C6 H11 N O,C06593,113.0841,5.109,92.6,85.1,DDA for preferred ion,17842024.15,0.7160382317017593
CDC_ID_258,PA,R7,p_P1723,?-Aspartylphenylalanine,C13 H16 N2 O5,NA,280.10606,5.279,75.8,73.9,DDA for preferred ion,34949.16825,-1.9814042636564775
CDC_ID_258,PA,R7,p_P1724,N-Acetyl-L-tyrosine,C11 H13 N O4,C01657,223.08447,5.281,95.8,91.2,DDA for preferred ion,1541646.647,0.876383813017231
CDC_ID_258,PA,R7,p_P1739,1(2H)-Isoquinolinone,C9 H7 N O,C06324,145.05266,5.382,NA,78.3,DDA for preferred ion,200069.2173,0.7242537616445581
CDC_ID_258,PA,R7,p_P1761,2-Acetamidophenol,C8 H9 N O2,NA,151.06327,5.552,99.2,93.3,DDA for preferred ion,28913317.81,5.260765473779152
CDC_ID_258,PA,R7,p_P1767,"1-(2,4-Dihydroxyquinolin-3-yl)ethan-1-one",C11 H9 N O3,NA,203.05828,5.577,81.1,82.5,DDA for preferred ion,363134.3962,2.1937442066952677
CDC_ID_258,PA,R7,p_P1769,NP-003319,C11 H14 N4 O4 S,NA,298.0735,5.581,NA,84.6,DDA for preferred ion,7597883.802,3.660890140813379
CDC_ID_258,PA,R7,p_P1775,6-Methylquinoline,C10 H9 N,NA,143.07344,5.644,57.6,88.8,DDA for preferred ion,59012.06191,-1.2957519207835428
CDC_ID_258,PA,R7,p_P1776,"2,3,4,9-Tetrahydro-1H-?-carboline-3-carboxylic acid",C12 H12 N2 O2,NA,216.08993,5.644,92.5,90,DDA for preferred ion,33332.87462,-2.872534057771711
CDC_ID_258,PA,R7,p_P1800,N-Benzylformamide,C8 H9 N O,C15561,135.06835,5.775,76.5,75.7,DDA for preferred ion,2675020.793,1.6939601640411048
CDC_ID_258,PA,R7,p_P1814,2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,C14 H20 N2 O3,NA,264.14748,5.848,NA,81.5,DDA for preferred ion,3037929.066,3.878166826930176
CDC_ID_258,PA,R7,p_P1826,Kynurenic acid,C10 H7 N O3,C01717,189.0425,5.966,94,93.1,DDA for preferred ion,2143282.287,2.4123663228522787
CDC_ID_258,PA,R7,p_P1841,4-Hydroxybenzaldehyde,C7 H6 O2,C00633,122.03679,6.107,91.3,86.1,DDA for preferred ion,44581.72185,-3.039830079663881
CDC_ID_258,PA,R7,p_P1847,3-Methyl-quinolin-2-ol,C10 H9 N O,NA,159.06836,6.141,NA,82.6,DDA for preferred ion,90947897.17,5.87478377712873
CDC_ID_258,PA,R7,p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,C14 H13 N3 O2,NA,255.10076,6.211,NA,70.1,DDA for preferred ion,112353.8694,0.3661388699698378
CDC_ID_258,PA,R7,p_P1858,Anthranilic acid,C7 H7 N O2,C00108,137.04764,6.242,95.3,90.1,DDA for preferred ion,398584395.2,5.981017793728288
CDC_ID_258,PA,R7,p_P1868,Indole-3-butyric acid,C12 H13 N O2,C11284,203.09469000000001,6.293,98.2,90.7,DDA for preferred ion,1107092.457,3.2291676754727447
CDC_ID_258,PA,R7,p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,C18 H20 N2 O4,NA,328.1422,6.496,65.4,61.7,DDA for preferred ion,2062477.369,3.5006003319275933
CDC_ID_258,PA,R7,p_P1905,4-Acetamidobenzoic acid,C9 H9 N O3,D03836,179.05821,6.601,91.3,85.3,DDA for preferred ion,504840.6836,1.6226240396644087
CDC_ID_258,PA,R7,p_P1937,N-Methylcaprolactam,C7 H13 N O,NA,127.09967,6.878,NA,60.2,DDA for preferred ion,16590400.55,1.3043673736984296
CDC_ID_258,PA,R7,p_P1957,Tolycaine,C15 H22 N2 O3,NA,278.16318,6.969,77.1,73.3,DDA for preferred ion,1848388.988,3.377372562167025
CDC_ID_258,PA,R7,p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,C10 H7 N O3,C16715,189.04248,7.086,NA,74.1,DDA for preferred ion,35272.19323,-0.820886505832993
CDC_ID_258,PA,R7,p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,C10 H8 N2 O2,NA,188.05853,7.087,69.1,NA,DDA for preferred ion,330227.6848,-0.6879429812035589
CDC_ID_258,PA,R7,p_P1980,N-Acetyl-L-leucine,C8 H15 N O3,C02710,173.10506,7.153,97.8,91.4,DDA for preferred ion,28288073.29,1.864787960523227
CDC_ID_258,PA,R7,p_P1998,Pyroquilon,C11 H11 N O,C18487,173.08405,7.213,NA,77.4,DDA for preferred ion,4808850.355,4.5872661203704475
CDC_ID_258,PA,R7,p_P2005,2-Hydroxyquinoline,C9 H7 N O,C06338,145.05269,7.292,78.2,85,DDA for preferred ion,3809727.892,4.1327643058130406
CDC_ID_258,PA,R7,p_P2029,6-Methoxyquinoline N-oxide,C10 H9 N O2,NA,175.06327,7.494,83.2,84,DDA for preferred ion,165270309.6,6.327092122720597
CDC_ID_258,PA,R7,p_P2062,Indole-3-lactic acid,C11 H11 N O3,C02043,205.07402,7.858,90.9,89.5,DDA for preferred ion,78510.12265,-1.6558178645766333
CDC_ID_258,PA,R7,p_P2063,Desthiobiotin,C10 H18 N2 O3,C01909,214.13178,7.859,94.5,91.3,DDA for preferred ion,6608878.746,2.8850053427518425
CDC_ID_258,PA,R7,p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",C8 H15 N O,NA,141.11532,8.039,65.6,NA,DDA for preferred ion,537402.0773,0.5786725577067138
CDC_ID_258,PA,R7,p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,C12 H13 N O,NA,187.09968,8.104,51,78.5,DDA for preferred ion,865836.0246,3.038554453306862
CDC_ID_258,PA,R7,p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,C12 H13 N O S,NA,219.07179,8.363,NA,65.6,DDA for preferred ion,230053.9441,1.8716321752910634
CDC_ID_258,PA,R7,p_P2103,Acetanilide,C8 H9 N O,C02558,135.0684,8.377,73,71.5,DDA for preferred ion,6083576.554,3.288380078600518
CDC_ID_258,PA,R7,p_P2109,"2,4-Quinolinediol",C9 H7 N O2,C16716,161.04761,8.487,83.3,90.7,DDA for preferred ion,173648098.1,6.621182603741204
CDC_ID_258,PA,R7,p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",C11 H11 N O2,NA,189.07895,8.706,56.6,65.9,DDA for preferred ion,10738330.07,5.164629931743384
CDC_ID_258,PA,R7,p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",C11 H10 N2 O2,NA,202.07432,8.716,51.3,81.5,DDA for preferred ion,11683583.43,5.048828110950847
CDC_ID_258,PA,R7,p_P2129,5-Hydroxyindole-3-acetic acid,C10 H9 N O3,C05635,191.05783,8.869,78.3,67.9,DDA for preferred ion,55596.30234,0.8401464266933907
CDC_ID_258,PA,R7,p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",C13 H15 N O,NA,201.11539,9.044,65.2,80.4,DDA for preferred ion,17473487.63,6.77395099449647
CDC_ID_258,PA,R7,p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",C13 H13 N O,NA,199.09971,9.241,50.4,81,DDA for preferred ion,11039308.69,4.993137755175567
CDC_ID_258,PA,R7,p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),C9 H6 O3,NA,162.03165,9.48,NA,65.1,DDA for preferred ion,625107.3164,-0.9283365882198282
CDC_ID_258,PA,R7,p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",C12 H11 N O2,NA,201.07905,9.492,73.7,77.6,DDA for preferred ion,7152545.402,4.696697974921943
CDC_ID_258,PA,R7,p_P2152,3-Indolebutyricacid,C12 H13 N O2,C11284,203.09468,9.612,NA,77.8,DDA for preferred ion,1544304.527,3.4352747598915485
CDC_ID_258,PA,R7,p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,C20 H22 N2 O5,NA,370.15341,9.647,59.6,70.5,DDA for preferred ion,2145495.329,3.339203545908873
